time,值
0.139,2.6176918395557083
0.14,3.0949461924389707
0.141,3.7895914726953053
0.142,3.98090160943667
0.143,4.714719528189109
0.144,5.083260953762791
0.145,4.9499734694966575
0.146,4.057661489720362
0.147,3.818044546697097
0.148,3.736839919555027
0.149,3.4898146952215745
0.15,3.8533975480423983
0.151,3.4226288809316228
0.152,3.253363284124541
0.153,3.0094989727242982
0.154,2.4798586238624933
0.155,2.266289562519595
0.156,2.136563657146418
0.157,2.654728285431987
0.158,2.611787848402484
0.159,3.5591771817178866
0.16,3.683811477992208
0.161,4.073805172582997
0.162,4.049798710132919
0.163,4.2473674199575795
0.164,3.983076147581316
0.165,4.135135045257843
0.166,4.27754012248318
0.167,4.563523916815996
0.168,4.368222774350696
0.169,3.859715818526128
0.17,3.884433848720489
0.171,3.1705264515281986
0.172,2.4089062216121944
0.173,2.1481886922389575
0.174,2.4188994758235873
0.175,2.778832469452466
0.176,2.7374146580336762
0.177,3.2233729737179004
0.178,3.3344789733975952
0.179,3.7316473358781286
0.18,3.068744927507411
0.181,2.9715502657038204
0.182,3.528029328718463
0.183,4.187374714607429
0.184,4.632560568208145
0.185,5.064385276831083
0.186,4.850883967353979
0.187,4.410833598674526
0.188,3.7168783836082255
0.189,3.5270729738790783
0.19,2.661735381878983
0.191,2.71939247217993
0.192,3.1626120710075947
0.193,2.9346420421735804
0.194,2.753502466360483
0.195,2.715218643835633
0.196,2.4946573084003014
0.197,2.299783096894892
0.198,2.547310829233413
0.199,2.893715811697289
0.2,3.5381453707083277
0.201,4.161419173951051
0.202,4.53539378527918
0.203,4.851564443345507
0.204,4.55229417580968
0.205,4.273528915686159
0.206,4.22403325705944
0.207,3.675505922403748
0.208,4.074391299357093
0.209,4.253455333538288
0.21,3.992017711992231
0.211,3.526009501080236
0.212,3.201523624860667
0.213,2.573696301368007
0.214,1.8227583615496008
0.215,2.0954516801435217
0.216,2.1329683382830895
0.217,2.2876817417215043
0.218,3.241574742716722
0.219,3.5754093723988167
0.22,4.215832968097741
0.221,3.5297785152140597
0.222,3.3341092356909536
0.223,3.3402440221600393
0.224,4.366514397074035
0.225,4.437069561036186
0.226,4.593320672020541
0.227,4.593887176130298
0.228,4.21804503048701
0.229,3.7875046641881847
0.23,3.251438953563207
0.231,2.4587329835955316
0.232,2.11389759572683
0.233,2.1573179017712674
0.234,2.8016492502542123
0.235,3.1075135624475014
0.236,2.826337268412497
0.237,2.834707396037871
0.238,2.2952122170011755
0.239,3.0773010548371293
0.24,2.9613364013266232
0.241,3.320939558204057
0.242,4.160948275273839
0.243,4.806697552505164
0.244,4.942517850484466
0.245,4.402071562158571
0.246,3.987339458553669
0.247,3.433894263560204
0.248,3.7081908036662634
0.249,3.273927895040771
0.25,3.0512976936118488
0.251,3.495855694444458
0.252,3.4672994228149574
0.253,2.7704851869582248
0.254,2.107345574945123
0.255,1.6660504075611473
0.256,2.0847035216851504
0.257,1.983392051333123
0.258,2.287769254426264
0.259,3.3294938382095998
0.26,3.711551663675442
0.261,4.141543502332623
0.262,3.9233516060515865
0.263,3.721783451643483
0.264,3.9630718683585675
0.265,3.8026797493514533
0.266,4.240687608295653
0.267,4.122280034807486
0.268,4.172316807672619
0.269,4.097930512246603
0.27,3.76204364601721
0.271,2.9564805208541807
0.272,2.476996959912371
0.273,2.1927825909202956
0.274,1.7745282157118962
0.275,2.128095033875625
0.276,2.3825980942501164
0.277,2.5599903511713262
0.278,2.9919172276755406
0.279,3.0977213219397877
0.28,2.9458445759000984
0.281,3.0754189616391843
0.282,3.823998682371222
0.283,3.9391840794861706
0.284,4.675062027372341
0.285,4.425951019944124
0.286,4.474419309150615
0.287,4.583486424502459
0.288,3.6956977997035216
0.289,3.0776393640530317
0.29,2.697174599231349
0.291,2.6029215023333427
0.292,2.399720417979493
0.293,2.7150065887235666
0.294,2.7048512281345976
0.295,2.38965024631041
0.296,1.9824728621146597
0.297,2.274263855977206
0.298,2.1356474032419914
0.299,2.691922328193283
0.3,3.0326822487379212
0.301,3.761879322038552
0.302,4.673094269218769
0.303,4.369117335754757
0.304,4.246903410395684
0.305,3.7797360537786977
0.306,3.7603841834265856
0.307,3.535554535567986
0.308,3.290319543558468
0.309,3.6294681940690383
0.31,3.603200605694238
0.311,3.471866434169547
0.312,2.8524789493555986
0.313,2.239015968385878
0.314,1.6951728268023019
0.315,1.5598114173130968
0.316,2.155941348874177
0.317,2.2262017389989603
0.318,3.070406375362007
0.319,3.575544185748997
0.32,3.5644366969773196
0.321,3.4284515195994936
0.322,3.7434868078456516
0.323,3.702085160882369
0.324,3.6417909694379587
0.325,3.830278053429015
0.326,4.470231748101977
0.327,4.444995133518976
0.328,4.273122302179185
0.329,3.5773449474824446
0.33,2.642941369450295
0.331,2.0795002296126
0.332,2.4914056090307115
0.333,2.085720349675624
0.334,2.246668772763186
0.335,2.4104687145648604
0.336,2.2509247082172137
0.337,2.5814642979825364
0.338,2.2617778947248315
0.339,2.238632229497504
0.34,2.5193025350921343
0.341,2.976372002639436
0.342,3.687375396593732
0.343,4.285407651386075
0.344,4.483240219392665
0.345,4.594045517839113
0.346,3.8819897566046286
0.347,3.3946306324488518
0.348,2.8356868131293034
0.349,2.8585920997075926
0.35,3.161537824110001
0.351,3.069240916819333
0.352,3.0392091665939107
0.353,2.6571989413696335
0.354,2.284127818721742
0.355,1.9970238715214972
0.356,1.4437409804729346
0.357,1.49682359170258
0.358,2.106267137592686
0.359,2.8186084952105768
0.36,3.4466231049733462
0.361,3.9345817844959883
0.362,3.8076715884491925
0.363,3.61585783386088
0.364,3.378772595848769
0.365,3.4126104265490436
0.366,4.0145383592022075
0.367,3.9282929838517213
0.368,3.8726787035075194
0.369,3.9973819625111764
0.37,3.01886316221975
0.371,2.7552235889746823
0.372,2.1682090016711975
0.373,1.791831277351159
0.374,1.8620485432606477
0.375,2.1411341545268057
0.376,2.996250913679608
0.377,2.724594635102023
0.378,3.1724023369527785
0.379,2.5332386972712264
0.38,2.8717832992785386
0.381,2.898097323378907
0.382,2.629451523538604
0.383,3.73547771894592
0.384,4.290947259280206
0.385,4.600696457237042
0.386,4.32702336380534
0.387,4.098186995805968
0.388,3.585168071363498
0.389,2.744269595655868
0.39,2.0776265588519363
0.391,2.7255297527769247
0.392,2.630408107743893
0.393,2.7607778221589685
0.394,2.6094164401982987
0.395,2.193868246447352
0.396,1.9728185018560138
0.397,2.1663885339581292
0.398,1.605629624107481
0.399,2.256013933457658
0.4,2.7374564120821137
0.401,3.6268272019232723
0.402,4.133152886868783
0.403,4.3988307403790055
0.404,3.875236558877957
0.405,3.921553960749954
0.406,3.202162624549732
0.407,3.412796639372337
0.408,3.552273821472928
0.409,3.8294328818783443
0.41,3.4870679696754507
0.411,3.0650432562973977
0.412,2.20641278548356
0.413,2.1779704563722393
0.414,1.4661027262707165
0.415,1.602043371512306
0.416,1.9530387779154137
0.417,2.1012392964181354
0.418,2.930436196920923
0.419,3.016147862857206
0.42,3.659346639750673
0.421,3.2875196526812793
0.422,3.386035358140337
0.423,3.288434337271653
0.424,3.5491014603912663
0.425,4.146105274563081
0.426,4.300342177753665
0.427,4.2903691476820125
0.428,4.062946385483698
0.429,2.97678884833551
0.43,2.374554852552694
0.431,2.0571959323729945
0.432,1.888568964411752
0.433,2.0689799382894605
0.434,2.3715384354712277
0.435,2.329005660784329
0.436,2.452844372117744
0.437,2.4547206988617947
0.438,2.2150186673429206
0.439,2.2763796810665706
0.44,2.4412689819930833
0.441,2.855612216936027
0.442,3.5110498843821776
0.443,4.097608411065384
0.444,4.314335652428157
0.445,4.3466402938214355
0.446,3.7779189657155907
0.447,3.140917198035682
0.448,3.065848178375381
0.449,2.742533504315121
0.45,3.112975751297275
0.451,3.03541001143977
0.452,2.98105838396193
0.453,2.647820079949914
0.454,2.0707292904208208
0.455,1.808558786182688
0.456,1.3522314587993267
0.457,1.808490514999053
0.458,1.9372098060126752
0.459,2.9347325689335073
0.46,3.306971448755702
0.461,3.728309315792526
0.462,3.718388532765265
0.463,3.4614852776006293
0.464,3.1923499363308947
0.465,3.4959490188240325
0.466,3.7181366810471848
0.467,3.9997616059957934
0.468,3.896910708706574
0.469,3.669887146943279
0.47,3.4319880014608044
0.471,2.2507464641424395
0.472,1.8005907677684543
0.473,1.7181389524106734
0.474,1.7037706892704412
0.475,1.9027185229679446
0.476,2.231356981615098
0.477,2.8200577416766754
0.478,3.304038859330916
0.479,2.7408861618682665
0.48,2.8614198696320856
0.481,2.608182994071917
0.482,2.6301079172910016
0.483,3.610794264595792
0.484,3.8656713895524395
0.485,4.273924976823751
0.486,4.059051362720332
0.487,4.195626737656817
0.488,3.3122947529696276
0.489,2.7217965832327584
0.49,2.15237979593908
0.491,2.6139730201069216
0.492,2.259086711724777
0.493,2.3546229954982527
0.494,2.433241246526661
0.495,2.1477488240711997
0.496,1.7882122228227062
0.497,1.6385643968331678
0.498,1.7115979099683454
0.499,2.2374671162524313
0.5,3.1762889485586587
0.501,4.004696082083563
0.502,4.07294832131956
0.503,4.114134809303452
0.504,3.6588750399501677
0.505,3.6730009807320285
0.506,3.144664172590856
0.507,2.692371165057315
0.508,3.391672239021757
0.509,3.278471734279664
0.51,3.375892074916586
0.511,3.234329466288391
0.512,2.446985643687943
0.513,1.5165373147664658
0.514,1.5616962680188926
0.515,1.5828409161273944
0.516,1.5966344640283168
0.517,2.3235300768308553
0.518,2.480108541225724
0.519,3.182878200333488
0.52,2.8557789964013565
0.521,2.999440510723011
0.522,2.6357663239716227
0.523,3.028580244683681
0.524,3.269854323660772
0.525,3.6975372237075432
0.526,4.012732717968298
0.527,4.00335396083608
0.528,3.8396715479922983
0.529,3.172503110451803
0.53,3.021439417788963
0.531,1.8436901292400414
0.532,1.962225889867804
0.533,1.729556520998769
0.534,1.8389810722213502
0.535,2.6304757793650273
0.536,2.357314456700236
0.537,1.8547856606040207
0.538,1.8414751026577636
0.539,2.321585447907063
0.54,2.38255776097901
0.541,2.7297513010228567
0.542,3.7233002694429342
0.543,3.813650167991696
0.544,3.87022131724819
0.545,3.8722009060113605
0.546,3.9864085451398954
0.547,3.3533807450495052
0.548,2.7620518981014954
0.549,2.899818594935189
0.55,2.477078366921082
0.551,2.7577152101972047
0.552,2.403589284541193
0.553,2.2975782086781735
0.554,2.138024963487621
0.555,1.0675194295722603
0.556,1.4196802794626995
0.557,1.7224228482752721
0.558,1.785290052706415
0.559,2.8894113531223264
0.56,2.8684125104085165
0.561,3.814532719901966
0.562,3.597369449715185
0.5630000000000001,3.200391136835086
0.5640000000000001,3.8401702565839244
0.5650000000000001,3.2318972347981085
0.5660000000000001,3.4528929442232474
0.5670000000000001,3.9066264678969653
0.5680000000000001,3.414392904713405
0.5690000000000001,3.495923093800948
0.5700000000000001,2.6704183112089406
0.5710000000000001,2.6592999567773443
0.5720000000000001,1.7253571856191292
0.5730000000000001,1.5264895518585473
0.5740000000000001,1.3961583212674973
0.5750000000000001,1.468597550353451
0.5760000000000001,2.120908446146594
0.577,2.54837932644703
0.578,2.3462467450431146
0.579,2.562726688059275
0.58,2.5963440770895776
0.581,2.9650678245108355
0.582,3.133550561424414
0.583,3.3583159007556165
0.584,3.88420672161342
0.585,4.184602259550671
0.586,4.119157910590899
0.587,3.498015566948523
0.588,3.308284709281997
0.589,2.5120255603304025
0.59,2.1343946936819047
0.591,2.0870414310919188
0.592,2.2029541927557386
0.593,2.665294816040913
0.594,2.5745605448727913
0.595,2.069265197757673
0.596,1.8554593622653464
0.597,1.2912878069719873
0.598,1.777536063011829
0.599,2.0793667502797333
0.6,2.960006820539874
0.601,3.165035757489626
0.602,4.040464378621683
0.603,4.210738111956312
0.604,3.7986622823854175
0.605,3.4744585973791917
0.606,3.081951496350312
0.607,3.054907557390372
0.608,3.245891813653442
0.609,3.2867889170145244
0.61,3.2671604452041447
0.611,3.177722695148521
0.612,2.740489361108725
0.613,1.6281892972544327
0.614,1.479716616822465
0.615,1.124335653664589
0.616,1.5479990672625803
0.617,2.1644013391988453
0.618,3.0478237076913626
0.619,2.7088960907927406
0.62,2.964638385089638
0.621,2.828758088215184
0.622,3.0733433951702542
0.623,3.3717249817501687
0.624,3.780600942269385
0.625,3.8965028971892766
0.626,4.065286871370508
0.627,4.115970528433258
0.628,3.534779937502713
0.629,3.478398973751023
0.63,2.4340657966695796
0.631,2.131842445527197
0.632,1.4391358852158873
0.633,1.6302170278543433
0.634,1.8754722193775986
0.635,2.0731882309777907
0.636,2.6446887174609275
0.637,1.8544855029614198
0.638,1.662708111916778
0.639,1.741148559516268
0.64,2.344340513395905
0.641,2.893835225220885
0.642,3.181322235514513
0.643,3.999156431331668
0.644,4.186000487129396
0.645,3.84307369490141
0.646,3.3870949590191595
0.647,3.2827596535834136
0.648,2.652725087768042
0.649,2.7218390530149965
0.65,2.868009055910071
0.651,2.915840789191504
0.652,2.6014683179965745
0.653,2.1682651973364337
0.654,1.9023432196450552
0.655,1.4981149585565345
0.656,1.3788056604712866
0.657,1.329826338966872
0.658,2.2320177829439927
0.659,2.3722810519139506
0.66,3.3518662311782625
0.661,3.285186269969979
0.662,3.5972160557358754
0.663,2.973511067169692
0.664,3.230889284382223
0.665,3.190003350463001
0.666,3.6171752843764784
0.667,3.744116795717505
0.668,3.404938393720327
0.669,3.841778621949593
0.67,3.403745516404099
0.671,2.1482907461880485
0.672,1.4566006554044113
0.673,1.3541138384712113
0.674,0.9154692032465075
0.675,1.5215512186710254
0.676,2.074604109117704
0.677,2.622664117959671
0.678,2.5010672947368735
0.679,2.610042316154363
0.68,2.2219465596895307
0.681,2.4330824389317307
0.682,2.760439739083152
0.683,3.7514582990289176
0.684,3.6646177926159553
0.685,4.0325468126400175
0.686,3.974296339482603
0.687,3.6038065624683924
0.6880000000000001,3.1957385212144236
0.6890000000000001,2.475631069634465
0.6900000000000001,2.2151955807827313
0.6910000000000001,2.0308120160784062
0.6920000000000001,2.235471346329382
0.6930000000000001,2.307576112518398
0.6940000000000001,2.5004231401546844
0.6950000000000001,1.87656344362344
0.6960000000000001,1.7919126692503937
0.6970000000000001,1.425798748253264
0.6980000000000001,1.8524083141401053
0.6990000000000001,1.7684530352405676
0.7000000000000001,2.6077681555324093
0.7010000000000001,3.523128174083529
0.7020000000000001,3.570607332930414
0.7030000000000001,3.8124026859050075
0.704,3.475840190541755
0.705,3.3102541056803365
0.706,3.0016822506942678
0.707,3.1199568569329355
0.708,2.7191676040990846
0.709,3.3995626983416023
0.71,3.462743378915635
0.711,2.976241608517051
0.712,2.178062458728438
0.713,1.5077969123725032
0.714,1.3770524437226719
0.715,1.035996478013042
0.716,1.6260108563962594
0.717,1.968767378527601
0.718,2.614976421609491
0.719,2.7577684060706207
0.72,3.02368042735031
0.721,2.784253226544904
0.722,2.5629203870416504
0.723,2.960141697609478
0.724,3.333874826963175
0.725,3.377039434525719
0.726,3.840114017278089
0.727,3.6033978503515636
0.728,3.296799696030831
0.729,2.7974384844579845
0.73,1.9399133699960516
0.731,1.6699877724460492
0.732,1.8130089383168686
0.733,1.4951757626600377
0.734,2.06234172068108
0.735,1.993592044424015
0.736,2.446192465840994
0.737,2.212490461038459
0.738,1.963430708436902
0.739,1.604616865619519
0.74,1.9971948343081136
0.741,2.5300989719702507
0.742,3.294949053480839
0.743,3.740791648041443
0.744,4.058992360669881
0.745,4.007334226218411
0.746,3.6611885116148497
0.747,3.0300928974260435
0.748,2.5968608962028537
0.749,2.3175887467326315
0.75,2.7039233288433997
0.751,2.5594976236828724
0.752,2.4387873439977508
0.753,2.1293447112776716
0.754,1.585737104937249
0.755,1.437205067122623
0.756,1.2994613297854396
0.757,1.49824391426827
0.758,1.8039818660009217
0.759,2.742947148746538
0.76,3.244340632928899
0.761,3.4946433514446706
0.762,3.692102959528009
0.763,3.2544757103198827
0.764,3.585552580724009
0.765,3.213232364779846
0.766,3.119741057301965
0.767,3.8250257821173586
0.768,3.691474215592358
0.769,3.652003427644732
0.77,3.2037094357284714
0.771,2.3436120059288506
0.772,1.8189520540530935
0.773,1.5502120820861325
0.774,1.7804412333837039
0.775,1.2620299316934833
0.776,2.0277177234337205
0.777,2.2356755820589505
0.778,2.3837017968413274
0.779,2.617676235528899
0.78,2.0798578695843877
0.781,2.092786549006136
0.782,2.7826506172313716
0.783,3.602120964856784
0.784,4.111655534085061
0.785,4.3525167459407985
0.786,4.084668168296102
0.787,3.926329956993143
0.788,2.5729624058325196
0.789,2.184529864527723
0.79,2.1433384379248417
0.791,1.6956231013163907
0.792,2.011705624583965
0.793,2.2499419626576183
0.794,2.102182808211323
0.795,1.982461615659315
0.796,1.7134594831349141
0.797,1.4657587006631974
0.798,1.5386544941348443
0.799,2.1988425794118025
0.8,2.5608443238469722
0.801,3.313198690002298
0.802,3.7898742812223616
0.803,3.8993585831080098
0.804,3.7193756834023586
0.805,3.3649107420637487
0.806,2.7352245924895926
0.807,2.880859431337603
0.808,3.523590802627053
0.809,3.1309181795423955
0.81,2.9551279528208925
0.811,3.079678298674872
0.812,2.3383055366822263
0.8130000000000001,1.561794773186076
0.8140000000000001,1.0737052893624324
0.8150000000000001,1.1105854497842529
0.8160000000000001,1.5964015354641217
0.8170000000000001,1.9132431308133
0.8180000000000001,2.4366816211521947
0.8190000000000001,3.1436175100995896
0.8200000000000001,2.769125545955703
0.8210000000000001,3.1225849396100376
0.8220000000000001,2.8928903959782244
0.8230000000000001,2.928071385066133
0.8240000000000001,3.203405622461949
0.8250000000000001,3.429359159385741
0.8260000000000001,3.9245890738265836
0.8270000000000001,3.895804475413167
0.8280000000000001,3.7187821540160515
0.8290000000000001,3.0236227964881475
0.8300000000000001,2.3224486765817685
0.8310000000000001,1.9014968447792011
0.8320000000000001,1.3267853139660108
0.833,1.5623771792345706
0.834,2.060774686643331
0.835,2.2034817198660206
0.836,2.0368653750137473
0.837,2.1767818896387916
0.838,1.855062524219851
0.839,1.6662802251386057
0.84,2.064476643645765
0.841,2.4500070927570774
0.842,2.932325644533326
0.843,4.195500780637469
0.844,4.2259087123736405
0.845,3.9850572820587193
0.846,3.905591397883991
0.847,3.487005922124
0.848,2.6451015747435274
0.849,2.612530483460872
0.85,2.689051320396586
0.851,2.4820766830841094
0.852,2.407126197790104
0.853,2.087953875191296
0.854,1.5692847177679
0.855,1.0539806586799578
0.856,0.8567727806985371
0.857,1.4689624984983745
0.858,2.121452172988881
0.859,2.506784336492213
0.86,3.429396315052681
0.861,3.3763041704883294
0.862,3.4752058142223334
0.863,3.0196607131293667
0.864,2.982024045421627
0.865,3.1364375331653336
0.866,3.339359284665031
0.867,3.4542583255552426
0.868,3.573275015830305
0.869,3.7019412974486454
0.87,2.8486813285232464
0.871,2.265957455706344
0.872,1.5771764555698595
0.873,1.2358835522897564
0.874,1.6951090310298405
0.875,1.3909495050234042
0.876,1.8430711169273635
0.877,2.463682389143506
0.878,2.1554074197503477
0.879,2.5325645259103986
0.88,2.1877615094112888
0.881,2.4019751442407737
0.882,2.691025126598259
0.883,3.398710991295803
0.884,3.775697839495755
0.885,4.607619804821542
0.886,4.127901738003938
0.887,3.407701452578963
0.888,3.104829552372832
0.889,2.7900025686556273
0.89,2.320491785948099
0.891,2.2437186253451897
0.892,2.190178657132834
0.893,2.1273468049975093
0.894,2.237318710334462
0.895,2.0513347669756867
0.896,1.510899013785286
0.897,1.403914943493033
0.898,1.5125230794182398
0.899,1.8596961349401488
0.9,2.618474033672185
0.901,2.9459062718649505
0.902,3.6569538653297307
0.903,4.175348262468351
0.904,3.4223658740102842
0.905,3.045885130802735
0.906,2.984526965869904
0.907,2.8100071462830205
0.908,3.3847196234047003
0.909,3.2165506216646644
0.91,3.0162248183037907
0.911,2.785798150028365
0.912,2.1316600152076055
0.913,1.8288547484510236
0.914,1.128701935528702
0.915,1.1375286651646166
0.916,1.4112292826222588
0.917,1.7173635136559786
0.918,2.3184748109085165
0.919,2.623417398224471
0.92,3.3275030862556907
0.921,2.5938572202806234
0.922,3.2129505017489812
0.923,2.966320875121901
0.924,3.3000978431425994
0.925,3.2288084588082104
0.926,3.7566989993795517
0.927,3.94576762963671
0.928,3.7535695013506443
0.929,2.9491872165557638
0.93,2.0212148286347977
0.931,2.114897586994525
0.932,1.324211953942627
0.933,1.3201872062565414
0.934,2.2182494052573434
0.935,2.098394096842279
0.936,2.09060210482039
0.937,1.9140710606124605
0.938,1.681049211526237
0.939,1.9753716389026865
0.94,1.7359892600993887
0.941,2.8608853035642277
0.942,3.4351646455004046
0.943,3.815075609936508
0.944,4.449327559855838
0.945,3.9784488404722156
0.946,3.353922691173025
0.947,3.221804873397057
0.948,2.375607018625364
0.949,2.877762682767011
0.95,2.573256934851369
0.951,2.8026597702546536
0.952,2.3405180959586724
0.953,2.578521034355182
0.954,1.7686504843907782
0.955,1.5790403195368203
0.956,0.9413673255817347
0.957,1.6084427007307238
0.958,2.054382958705195
0.959,2.756566155178407
0.96,2.647723288155095
0.961,3.6647842192165774
0.962,3.1913103526437405
0.963,3.231270429950281
0.964,3.2394215211384854
0.965,3.414790942602254
0.966,3.380907215649635
0.967,3.873102398101325
0.968,3.678635448269415
0.969,3.374784981313037
0.97,3.27766798284948
0.971,2.06503584599023
0.972,2.0218004998144794
0.973,1.3656053041260656
0.974,1.2468099599525524
0.975,1.4085957905739528
0.976,2.2959814087065094
0.977,2.0859495104589136
0.978,2.2321784695439595
0.979,2.660835615079813
0.98,1.881559050199213
0.981,2.642470812470213
0.982,2.9798204891483415
0.983,3.369060805606793
0.984,4.007657340100223
0.985,4.042401420806944
0.986,4.187886482023905
0.987,3.577383857191252
0.988,3.147820463746979
0.989,2.515061963547715
0.99,2.0981541706867293
0.991,2.051518689527078
0.992,2.0325748007945608
0.993,2.1523878039290008
0.994,1.9999009525553455
0.995,1.988330139900145
0.996,2.067309947297832
0.997,1.4723760217116895
0.998,1.6823430849615657
0.999,1.9520873508545211
1.0,2.633975451609333
1.001,3.3634426755435096
1.002,3.654197424319806
1.003,3.7400836408860925
1.004,3.841136452605698
1.005,3.6263425204162205
1.006,3.059009415044087
1.007,2.9355990406964514
1.008,3.281258222762959
1.009,3.0533511343981066
1.01,3.411358524860941
1.011,2.9093210747439398
1.012,2.324541355955861
1.013,1.5510339098670816
1.014,1.676605142963982
1.015,1.1190319938646962
1.016,1.4677817709037988
1.017,1.7693347706621434
1.018,2.3646418655489314
1.019,3.191323243842957
1.02,3.068799381382645
1.021,2.9547527056702947
1.022,3.249034672834113
1.023,3.2058984077124784
1.024,3.322196829395787
1.025,3.7594727808676502
1.026,4.101649797973574
1.027,3.6212700234365145
1.028,3.684478164075978
1.029,3.0248638709509494
1.03,2.1633083639722317
1.031,1.5736144212056098
1.032,1.490203825244469
1.033,1.91118774064142
1.034,1.5992946323158959
1.035,2.2984909932333855
1.036,2.1463423695169133
1.037,1.7531305781003317
1.038,1.924604951940662
1.039,1.9875209517474504
1.04,2.4031590997807677
1.041,2.780911009084806
1.042,3.5763536109178173
1.043,3.9204732176908683
1.044,4.08782134673042
1.045,4.14103617363219
1.046,3.6570695806055387
1.047,2.8778520371131426
1.048,2.7999148994482317
1.049,2.733574570406057
1.05,2.9980505644266406
1.051,2.6423202604399023
1.052,2.4589512701333436
1.053,2.290794070498427
1.054,1.8626555287484001
1.055,1.3129674788894907
1.056,1.1328692811173033
1.057,1.6475589044078127
1.058,2.181895839035353
1.059,2.595687905998157
1.06,3.0632440572512656
1.061,3.2820563858747818
1.062,3.4941976693062546
1.063,3.2432818706493722
1.064,3.3717830068269263
1.065,3.033081142736809
1.066,3.2157018193817812
1.067,3.805791894166374
1.068,3.6772700908715614
1.069,3.5415369125665723
1.07,2.8405486254165235
1.071,1.882414142885498
1.072,1.4681537720539886
1.073,1.335139404994098
1.074,1.5846354471366801
1.075,1.6308949919709566
1.076,1.7793661300200292
1.077,2.070182209836687
1.078,2.3500113229488715
1.079,2.738726232537794
1.08,2.555697208585324
1.081,2.553451279050902
1.082,3.0112195403771596
1.083,3.633279863261801
1.084,3.93475072371818
1.085,4.273951442276083
1.086,4.173241105350523
1.087,3.54679430936959
1.088,2.6048494661418533
1.089,2.4783712024205795
1.09,2.321501249832972
1.091,2.234288486628648
1.092,2.1867908925506727
1.093,2.3820887381936777
1.094,2.3023089504110823
1.095,1.9989102498942852
1.096,1.4210906579158202
1.097,1.5503324235357108
1.098,1.6298906514978848
